{'numeracySkill': 'M', 'studentId': 10, 'word': 'rf', 'packageName': 'Game', 'number': 9821, 'literacySkill': 'IUr', 'score': 77, 'deviceId': 10, 'letter': 'y', 'time': datetime.datetime(2015, 3, 30, 5, 20, 45, 75330), 'id': 10}
{'numeracySkill': 'm', 'studentId': 3050, 'word': 'FQSllCm', 'packageName': 'Literacy', 'number': 7916, 'literacySkill': 'jh', 'score': 34, 'deviceId': 3050, 'letter': 'E', 'time': datetime.datetime(2016, 2, 26, 14, 54, 52, 87890), 'id': 3050}
{'numeracySkill': 'zxuNP', 'studentId': 3051, 'word': 'kqrVMLlY', 'packageName': 'Literacy', 'number': 9905, 'literacySkill': 'bTyIy', 'score': 91, 'deviceId': 3051, 'letter': 'b', 'time': datetime.datetime(2017, 3, 20, 5, 6, 9, 668821), 'id': 3051}
{'numeracySkill': 'aAVV', 'studentId': 3052, 'word': 'IdEr', 'packageName': 'Game', 'number': 2433, 'literacySkill': 'TKBw', 'score': 58, 'deviceId': 3052, 'letter': 'l', 'time': datetime.datetime(2014, 4, 3, 20, 49, 20, 931275), 'id': 3052}
{'numeracySkill': 'TLFqh', 'studentId': 3053, 'word': 'QhLjMHk', 'packageName': 'Game', 'number': 5147, 'literacySkill': 'yLx', 'score': 55, 'deviceId': 3053, 'letter': 'p', 'time': datetime.datetime(2015, 10, 28, 3, 33, 51, 336549), 'id': 3053}
{'numeracySkill': 'Mk', 'studentId': 3054, 'word': 'q', 'packageName': 'Game', 'number': 3558, 'literacySkill': 'e', 'score': 20, 'deviceId': 3054, 'letter': 'Z', 'time': datetime.datetime(2014, 6, 22, 0, 9, 5, 596185), 'id': 3054}
{'numeracySkill': 'dM', 'studentId': 3055, 'word': 'eYpZiFxig', 'packageName': 'Game', 'number': 3267, 'literacySkill': 'ngsDV', 'score': 84, 'deviceId': 3055, 'letter': 'j', 'time': datetime.datetime(2017, 1, 13, 6, 13, 7, 416218), 'id': 3055}
{'numeracySkill': 'YyyQ', 'studentId': 3056, 'word': 'WtXhvd', 'packageName': 'Literacy', 'number': 6583, 'literacySkill': 'Gt', 'score': 48, 'deviceId': 3056, 'letter': 's', 'time': datetime.datetime(2014, 5, 8, 10, 19, 4, 622820), 'id': 3056}
{'numeracySkill': 'qjhO', 'studentId': 3057, 'word': 'WQyZa', 'packageName': 'Literacy', 'number': 3239, 'literacySkill': 'fapM', 'score': 49, 'deviceId': 3057, 'letter': 'K', 'time': datetime.datetime(2014, 1, 12, 18, 4, 8, 683451), 'id': 3057}
{'numeracySkill': 'cIuV', 'studentId': 3058, 'word': 'sSEDOFovvq', 'packageName': 'Game', 'number': 4701, 'literacySkill': 'cWLN', 'score': 89, 'deviceId': 3058, 'letter': 'a', 'time': datetime.datetime(2015, 2, 24, 3, 53, 43, 862807), 'id': 3058}
{'numeracySkill': 'cmKe', 'studentId': 3059, 'word': 'nEfYimj', 'packageName': 'Game', 'number': 8691, 'literacySkill': 'KNS', 'score': 76, 'deviceId': 3059, 'letter': 'X', 'time': datetime.datetime(2015, 12, 21, 7, 36, 12, 277131), 'id': 3059}
{'numeracySkill': 'CQgc', 'studentId': 3060, 'word': 'fRHej', 'packageName': 'Literacy', 'number': 9829, 'literacySkill': 'rg', 'score': 57, 'deviceId': 3060, 'letter': 'X', 'time': datetime.datetime(2016, 3, 16, 22, 28, 26, 873319), 'id': 3060}
{'numeracySkill': 'AniO', 'studentId': 3061, 'word': 'cpJVV', 'packageName': 'Game', 'number': 643, 'literacySkill': 'Wy', 'score': 30, 'deviceId': 3061, 'letter': 'l', 'time': datetime.datetime(2017, 1, 18, 1, 46, 31, 886609), 'id': 3061}
{'numeracySkill': 'QXSPA', 'studentId': 3062, 'word': 'CoW', 'packageName': 'Literacy', 'number': 7084, 'literacySkill': 'cl', 'score': 99, 'deviceId': 3062, 'letter': 'k', 'time': datetime.datetime(2016, 3, 31, 22, 27, 3, 787234), 'id': 3062}
{'numeracySkill': 'EMVQ', 'studentId': 3063, 'word': 'GFJ', 'packageName': 'Speech', 'number': 7231, 'literacySkill': 'k', 'score': 74, 'deviceId': 3063, 'letter': 'S', 'time': datetime.datetime(2015, 7, 4, 19, 20, 58, 194068), 'id': 3063}
{'numeracySkill': 'TWME', 'studentId': 3064, 'word': 'EJMCXOPzD', 'packageName': 'Literacy', 'number': 6092, 'literacySkill': 'FPR', 'score': 62, 'deviceId': 3064, 'letter': 'a', 'time': datetime.datetime(2015, 5, 7, 5, 17, 29, 287616), 'id': 3064}
{'numeracySkill': 'SGXOv', 'studentId': 3065, 'word': 'daGNfcfSl', 'packageName': 'Speech', 'number': 2639, 'literacySkill': 'EYNq', 'score': 84, 'deviceId': 3065, 'letter': 't', 'time': datetime.datetime(2016, 1, 22, 23, 26, 13, 695254), 'id': 3065}
{'numeracySkill': 'tfAU', 'studentId': 3066, 'word': 'SeL', 'packageName': 'Literacy', 'number': 744, 'literacySkill': 'vzAlK', 'score': 66, 'deviceId': 3066, 'letter': 's', 'time': datetime.datetime(2014, 9, 2, 15, 37, 2, 181247), 'id': 3066}
{'numeracySkill': 'phy', 'studentId': 3067, 'word': 'MWdtNrHK', 'packageName': 'Speech', 'number': 8857, 'literacySkill': 'sMk', 'score': 72, 'deviceId': 3067, 'letter': 'c', 'time': datetime.datetime(2015, 1, 2, 19, 50, 53, 422215), 'id': 3067}
{'numeracySkill': 'W', 'studentId': 3068, 'word': 'qjnyGiI', 'packageName': 'Literacy', 'number': 6654, 'literacySkill': 'cCF', 'score': 29, 'deviceId': 3068, 'letter': 'T', 'time': datetime.datetime(2015, 12, 26, 1, 34, 42, 490873), 'id': 3068}
{'numeracySkill': 'T', 'studentId': 3069, 'word': 'FN', 'packageName': 'Speech', 'number': 6539, 'literacySkill': 'QoLw', 'score': 70, 'deviceId': 3069, 'letter': 'w', 'time': datetime.datetime(2016, 9, 11, 5, 21, 46, 497981), 'id': 3069}
{'numeracySkill': 'Yubym', 'studentId': 3070, 'word': 'cMvxQYeo', 'packageName': 'Literacy', 'number': 2705, 'literacySkill': 'KtI', 'score': 49, 'deviceId': 3070, 'letter': 'R', 'time': datetime.datetime(2015, 7, 4, 17, 30, 32, 796452), 'id': 3070}
{'numeracySkill': 'bc', 'studentId': 3071, 'word': 'YuYmcw', 'packageName': 'Game', 'number': 7769, 'literacySkill': 'WUDi', 'score': 34, 'deviceId': 3071, 'letter': 'n', 'time': datetime.datetime(2016, 3, 16, 2, 35, 59, 822247), 'id': 3071}
{'numeracySkill': 'NwdU', 'studentId': 3072, 'word': 'Ed', 'packageName': 'Game', 'number': 7705, 'literacySkill': 'Px', 'score': 25, 'deviceId': 3072, 'letter': 'K', 'time': datetime.datetime(2014, 11, 14, 23, 43, 33, 136664), 'id': 3072}
{'numeracySkill': 'R', 'studentId': 3073, 'word': 'tsOzwjfvNE', 'packageName': 'Speech', 'number': 2794, 'literacySkill': 'VCxAd', 'score': 93, 'deviceId': 3073, 'letter': 's', 'time': datetime.datetime(2015, 8, 5, 22, 21, 45, 184799), 'id': 3073}
{'numeracySkill': 'GjyJy', 'studentId': 3074, 'word': 'vdiNU', 'packageName': 'Speech', 'number': 8738, 'literacySkill': 'iiBx', 'score': 21, 'deviceId': 3074, 'letter': 'w', 'time': datetime.datetime(2014, 9, 15, 19, 27, 33, 259592), 'id': 3074}
{'numeracySkill': 'M', 'studentId': 3075, 'word': 'CKjHfHRM', 'packageName': 'Speech', 'number': 9250, 'literacySkill': 'pvMP', 'score': 24, 'deviceId': 3075, 'letter': 'l', 'time': datetime.datetime(2016, 11, 2, 6, 23, 59, 992403), 'id': 3075}
{'numeracySkill': 'lXY', 'studentId': 3076, 'word': 'dmAEwmH', 'packageName': 'Game', 'number': 2484, 'literacySkill': 'hKfc', 'score': 69, 'deviceId': 3076, 'letter': 'I', 'time': datetime.datetime(2015, 6, 29, 19, 4, 39, 416117), 'id': 3076}
{'numeracySkill': 'qzsA', 'studentId': 3077, 'word': 'Vqp', 'packageName': 'Game', 'number': 6998, 'literacySkill': 'sik', 'score': 79, 'deviceId': 3077, 'letter': 'i', 'time': datetime.datetime(2016, 3, 5, 15, 44, 35, 77611), 'id': 3077}
{'numeracySkill': 'yT', 'studentId': 3078, 'word': 'MLzN', 'packageName': 'Literacy', 'number': 5214, 'literacySkill': 'CTPp', 'score': 48, 'deviceId': 3078, 'letter': 'Z', 'time': datetime.datetime(2015, 4, 11, 10, 44, 44, 444286), 'id': 3078}
{'numeracySkill': 'nolz', 'studentId': 3079, 'word': 'RQimCiM', 'packageName': 'Speech', 'number': 5817, 'literacySkill': 'jgh', 'score': 66, 'deviceId': 3079, 'letter': 'Y', 'time': datetime.datetime(2016, 3, 4, 8, 52, 22, 208974), 'id': 3079}
{'numeracySkill': 'xIMk', 'studentId': 3080, 'word': 'OUanzmF', 'packageName': 'Literacy', 'number': 1469, 'literacySkill': 'i', 'score': 84, 'deviceId': 3080, 'letter': 'm', 'time': datetime.datetime(2015, 1, 30, 1, 50, 52, 640416), 'id': 3080}
{'numeracySkill': 'gsDfm', 'studentId': 3081, 'word': 'OSwa', 'packageName': 'Literacy', 'number': 5860, 'literacySkill': 'fk', 'score': 37, 'deviceId': 3081, 'letter': 'P', 'time': datetime.datetime(2016, 10, 25, 13, 4, 48, 984318), 'id': 3081}
{'numeracySkill': 'xhQ', 'studentId': 3082, 'word': 'FAMpBCmqz', 'packageName': 'Speech', 'number': 3963, 'literacySkill': 'ee', 'score': 22, 'deviceId': 3082, 'letter': 'q', 'time': datetime.datetime(2014, 11, 2, 14, 35, 28, 23366), 'id': 3082}
{'numeracySkill': 'AkUlS', 'studentId': 3083, 'word': 'cXJVud', 'packageName': 'Literacy', 'number': 2441, 'literacySkill': 'ObI', 'score': 95, 'deviceId': 3083, 'letter': 'y', 'time': datetime.datetime(2016, 7, 6, 2, 26, 41, 672626), 'id': 3083}
{'numeracySkill': 'Ulwo', 'studentId': 3084, 'word': 'WQgxHRkr', 'packageName': 'Literacy', 'number': 3357, 'literacySkill': 'Mtssh', 'score': 38, 'deviceId': 3084, 'letter': 'c', 'time': datetime.datetime(2014, 2, 15, 17, 14, 36, 684728), 'id': 3084}
{'numeracySkill': 'ZNAK', 'studentId': 3085, 'word': 'xbBY', 'packageName': 'Game', 'number': 2979, 'literacySkill': 'mPuJ', 'score': 90, 'deviceId': 3085, 'letter': 'R', 'time': datetime.datetime(2015, 6, 23, 19, 57, 22, 604681), 'id': 3085}
{'numeracySkill': 'TTXy', 'studentId': 3086, 'word': 'c', 'packageName': 'Speech', 'number': 1405, 'literacySkill': 'UPYiC', 'score': 55, 'deviceId': 3086, 'letter': 'G', 'time': datetime.datetime(2015, 9, 1, 6, 9, 34, 150104), 'id': 3086}
{'numeracySkill': 'Rhn', 'studentId': 3087, 'word': 'NyJiJHZS', 'packageName': 'Speech', 'number': 4637, 'literacySkill': 'wXme', 'score': 59, 'deviceId': 3087, 'letter': 'z', 'time': datetime.datetime(2016, 10, 25, 8, 32, 14, 647254), 'id': 3087}
{'numeracySkill': 'PHJ', 'studentId': 3088, 'word': 'EshUTuvC', 'packageName': 'Game', 'number': 1418, 'literacySkill': 'xHuY', 'score': 96, 'deviceId': 3088, 'letter': 'P', 'time': datetime.datetime(2015, 4, 20, 15, 30, 3, 127292), 'id': 3088}
{'numeracySkill': 'zu', 'studentId': 3089, 'word': 'JhmeANF', 'packageName': 'Game', 'number': 7191, 'literacySkill': 'nCNG', 'score': 51, 'deviceId': 3089, 'letter': 'M', 'time': datetime.datetime(2015, 9, 1, 16, 13, 22, 826826), 'id': 3089}
{'numeracySkill': 'DjlPz', 'studentId': 3090, 'word': 'AkCsgxPoE', 'packageName': 'Speech', 'number': 4082, 'literacySkill': 'RCMDz', 'score': 30, 'deviceId': 3090, 'letter': 'F', 'time': datetime.datetime(2015, 3, 25, 6, 14, 51, 355701), 'id': 3090}
{'numeracySkill': 'zZp', 'studentId': 3091, 'word': 'KgKRzLjJPO', 'packageName': 'Game', 'number': 136, 'literacySkill': 'nk', 'score': 69, 'deviceId': 3091, 'letter': 'u', 'time': datetime.datetime(2016, 4, 25, 7, 15, 20, 872874), 'id': 3091}
{'numeracySkill': 'k', 'studentId': 3092, 'word': 'qEpXEfef', 'packageName': 'Literacy', 'number': 3235, 'literacySkill': 'PA', 'score': 36, 'deviceId': 3092, 'letter': 'z', 'time': datetime.datetime(2017, 2, 2, 16, 57, 59, 436276), 'id': 3092}
{'numeracySkill': 'mqW', 'studentId': 3093, 'word': 'HkCL', 'packageName': 'Game', 'number': 5080, 'literacySkill': 'bP', 'score': 31, 'deviceId': 3093, 'letter': 'N', 'time': datetime.datetime(2014, 6, 5, 23, 56, 5, 648853), 'id': 3093}
{'numeracySkill': 'mEr', 'studentId': 3094, 'word': 'mX', 'packageName': 'Game', 'number': 481, 'literacySkill': 'UFTd', 'score': 95, 'deviceId': 3094, 'letter': 'u', 'time': datetime.datetime(2016, 3, 8, 3, 24, 45, 573925), 'id': 3094}
{'numeracySkill': 'EXPO', 'studentId': 3095, 'word': 'w', 'packageName': 'Literacy', 'number': 3966, 'literacySkill': 'U', 'score': 100, 'deviceId': 3095, 'letter': 'G', 'time': datetime.datetime(2016, 7, 13, 10, 42, 34, 787330), 'id': 3095}
{'numeracySkill': 'XVP', 'studentId': 3096, 'word': 'FPmdRgmrn', 'packageName': 'Game', 'number': 779, 'literacySkill': 'MQ', 'score': 54, 'deviceId': 3096, 'letter': 'b', 'time': datetime.datetime(2014, 10, 4, 6, 17, 56, 343985), 'id': 3096}
{'numeracySkill': 'zOT', 'studentId': 3097, 'word': 'd', 'packageName': 'Speech', 'number': 3469, 'literacySkill': 'BXCk', 'score': 90, 'deviceId': 3097, 'letter': 'Z', 'time': datetime.datetime(2016, 4, 4, 0, 2, 8, 911040), 'id': 3097}
{'numeracySkill': 'ChWT', 'studentId': 3098, 'word': 'hn', 'packageName': 'Game', 'number': 1423, 'literacySkill': 'FsZxh', 'score': 24, 'deviceId': 3098, 'letter': 'J', 'time': datetime.datetime(2015, 12, 15, 0, 41, 33, 685774), 'id': 3098}
{'numeracySkill': 'ZMAj', 'studentId': 3099, 'word': 'vXxr', 'packageName': 'Literacy', 'number': 3480, 'literacySkill': 'ABXz', 'score': 24, 'deviceId': 3099, 'letter': 'T', 'time': datetime.datetime(2015, 7, 8, 4, 43, 59, 802677), 'id': 3099}
{'numeracySkill': 'izlKy', 'studentId': 3100, 'word': 'pzHNeDS', 'packageName': 'Literacy', 'number': 3120, 'literacySkill': 'dWkd', 'score': 55, 'deviceId': 3100, 'letter': 'D', 'time': datetime.datetime(2014, 2, 28, 20, 44, 48, 933347), 'id': 3100}
{'numeracySkill': 'txbBM', 'studentId': 3101, 'word': 'LhHUzPhM', 'packageName': 'Literacy', 'number': 9623, 'literacySkill': 'rQM', 'score': 97, 'deviceId': 3101, 'letter': 'Z', 'time': datetime.datetime(2014, 1, 28, 7, 59, 52, 175997), 'id': 3101}
{'numeracySkill': 'EUChM', 'studentId': 3102, 'word': 'FPEHwx', 'packageName': 'Speech', 'number': 1169, 'literacySkill': 'rXS', 'score': 63, 'deviceId': 3102, 'letter': 'F', 'time': datetime.datetime(2014, 6, 5, 5, 3, 53, 980067), 'id': 3102}
{'numeracySkill': 'bT', 'studentId': 3103, 'word': 'OKQbmrAcP', 'packageName': 'Game', 'number': 114, 'literacySkill': 'aMR', 'score': 84, 'deviceId': 3103, 'letter': 'd', 'time': datetime.datetime(2016, 12, 4, 1, 35, 19, 821969), 'id': 3103}
{'numeracySkill': 'zvjgb', 'studentId': 3104, 'word': 'cvb', 'packageName': 'Game', 'number': 4875, 'literacySkill': 'HjQ', 'score': 55, 'deviceId': 3104, 'letter': 'T', 'time': datetime.datetime(2014, 5, 26, 4, 18, 21, 977023), 'id': 3104}
{'numeracySkill': 'LUbQU', 'studentId': 3105, 'word': 'pJ', 'packageName': 'Game', 'number': 4722, 'literacySkill': 'y', 'score': 32, 'deviceId': 3105, 'letter': 'F', 'time': datetime.datetime(2013, 12, 11, 10, 47, 39, 643933), 'id': 3105}
{'numeracySkill': 'tX', 'studentId': 3106, 'word': 'RWdveoVAM', 'packageName': 'Game', 'number': 7254, 'literacySkill': 'gYLm', 'score': 96, 'deviceId': 3106, 'letter': 'i', 'time': datetime.datetime(2015, 8, 4, 13, 37, 27, 498051), 'id': 3106}
{'numeracySkill': 'CJe', 'studentId': 3107, 'word': 'AHAWwsRyG', 'packageName': 'Game', 'number': 4337, 'literacySkill': 'vkjxU', 'score': 30, 'deviceId': 3107, 'letter': 'S', 'time': datetime.datetime(2017, 2, 18, 6, 0, 39, 151929), 'id': 3107}
{'numeracySkill': 'seuv', 'studentId': 3108, 'word': 'P', 'packageName': 'Literacy', 'number': 7514, 'literacySkill': 'MjjM', 'score': 82, 'deviceId': 3108, 'letter': 'm', 'time': datetime.datetime(2014, 11, 8, 10, 56, 19, 314918), 'id': 3108}
{'numeracySkill': 'ylr', 'studentId': 3109, 'word': 'XNqFEGPuI', 'packageName': 'Literacy', 'number': 5452, 'literacySkill': 'EL', 'score': 92, 'deviceId': 3109, 'letter': 'i', 'time': datetime.datetime(2013, 11, 4, 3, 30, 31, 313014), 'id': 3109}
{'numeracySkill': 'nHGA', 'studentId': 3110, 'word': 'QHjRaLVg', 'packageName': 'Speech', 'number': 600, 'literacySkill': 'tWPdk', 'score': 93, 'deviceId': 3110, 'letter': 'J', 'time': datetime.datetime(2016, 6, 16, 5, 4, 44, 327348), 'id': 3110}
{'numeracySkill': 'bDaWF', 'studentId': 3111, 'word': 'Wq', 'packageName': 'Speech', 'number': 6078, 'literacySkill': 'Oc', 'score': 89, 'deviceId': 3111, 'letter': 'Y', 'time': datetime.datetime(2014, 6, 25, 11, 12, 47, 624113), 'id': 3111}
{'numeracySkill': 'z', 'studentId': 3112, 'word': 'kroceiVmN', 'packageName': 'Game', 'number': 5232, 'literacySkill': 'u', 'score': 54, 'deviceId': 3112, 'letter': 'V', 'time': datetime.datetime(2015, 7, 28, 11, 9, 39, 976615), 'id': 3112}
{'numeracySkill': 'Zel', 'studentId': 3113, 'word': 'vmoO', 'packageName': 'Literacy', 'number': 4032, 'literacySkill': 'oAStl', 'score': 94, 'deviceId': 3113, 'letter': 'G', 'time': datetime.datetime(2016, 11, 18, 19, 59, 3, 204287), 'id': 3113}
{'numeracySkill': 'dnXk', 'studentId': 3114, 'word': 'ti', 'packageName': 'Game', 'number': 9625, 'literacySkill': 'T', 'score': 93, 'deviceId': 3114, 'letter': 'L', 'time': datetime.datetime(2015, 4, 10, 21, 4, 42, 786279), 'id': 3114}
{'numeracySkill': 'Bv', 'studentId': 3115, 'word': 'BpIMVYx', 'packageName': 'Literacy', 'number': 3770, 'literacySkill': 'z', 'score': 70, 'deviceId': 3115, 'letter': 'S', 'time': datetime.datetime(2016, 10, 16, 20, 10, 12, 607803), 'id': 3115}
{'numeracySkill': 'ti', 'studentId': 3116, 'word': 'tAizVNM', 'packageName': 'Speech', 'number': 9099, 'literacySkill': 'GZaj', 'score': 37, 'deviceId': 3116, 'letter': 'K', 'time': datetime.datetime(2014, 5, 10, 15, 40, 32, 561862), 'id': 3116}
{'numeracySkill': 'KPFw', 'studentId': 3117, 'word': 'Iqkw', 'packageName': 'Literacy', 'number': 3436, 'literacySkill': 'cQrM', 'score': 41, 'deviceId': 3117, 'letter': 'a', 'time': datetime.datetime(2014, 4, 19, 17, 4, 33, 813906), 'id': 3117}
{'numeracySkill': 'Xap', 'studentId': 3118, 'word': 'N', 'packageName': 'Game', 'number': 5906, 'literacySkill': 'h', 'score': 68, 'deviceId': 3118, 'letter': 'w', 'time': datetime.datetime(2015, 3, 14, 18, 31, 49, 865578), 'id': 3118}
{'numeracySkill': 'UAVc', 'studentId': 3119, 'word': 'cUgVtIyQ', 'packageName': 'Literacy', 'number': 2801, 'literacySkill': 'QN', 'score': 98, 'deviceId': 3119, 'letter': 't', 'time': datetime.datetime(2015, 8, 4, 6, 19, 47, 369395), 'id': 3119}
{'numeracySkill': 'HBiL', 'studentId': 3120, 'word': 'WYf', 'packageName': 'Speech', 'number': 9613, 'literacySkill': 'd', 'score': 35, 'deviceId': 3120, 'letter': 'F', 'time': datetime.datetime(2015, 8, 12, 22, 4, 52, 463864), 'id': 3120}
{'numeracySkill': 'xnzO', 'studentId': 3121, 'word': 'FP', 'packageName': 'Literacy', 'number': 5168, 'literacySkill': 'uf', 'score': 76, 'deviceId': 3121, 'letter': 'C', 'time': datetime.datetime(2015, 5, 30, 10, 47, 26, 399365), 'id': 3121}
{'numeracySkill': 'OVXfs', 'studentId': 3122, 'word': 'TOeNXD', 'packageName': 'Game', 'number': 3674, 'literacySkill': 'w', 'score': 63, 'deviceId': 3122, 'letter': 'n', 'time': datetime.datetime(2014, 6, 16, 19, 6, 23, 918967), 'id': 3122}
{'numeracySkill': 'sGc', 'studentId': 3123, 'word': 'pQEwg', 'packageName': 'Literacy', 'number': 9976, 'literacySkill': 'y', 'score': 73, 'deviceId': 3123, 'letter': 'j', 'time': datetime.datetime(2016, 8, 26, 4, 21, 8, 169050), 'id': 3123}
{'numeracySkill': 'H', 'studentId': 3124, 'word': 'XXVsY', 'packageName': 'Game', 'number': 8465, 'literacySkill': 'peqqS', 'score': 59, 'deviceId': 3124, 'letter': 'x', 'time': datetime.datetime(2014, 1, 28, 23, 22, 34, 639120), 'id': 3124}
{'numeracySkill': 'HkR', 'studentId': 3125, 'word': 'mw', 'packageName': 'Literacy', 'number': 9974, 'literacySkill': 'Tl', 'score': 99, 'deviceId': 3125, 'letter': 'I', 'time': datetime.datetime(2016, 8, 29, 6, 27, 7, 795251), 'id': 3125}
{'numeracySkill': 'gp', 'studentId': 3126, 'word': 'isorwgRwjx', 'packageName': 'Literacy', 'number': 343, 'literacySkill': 'bh', 'score': 33, 'deviceId': 3126, 'letter': 'x', 'time': datetime.datetime(2017, 3, 4, 14, 1, 22, 622061), 'id': 3126}
{'numeracySkill': 'Iek', 'studentId': 3127, 'word': 'RQGy', 'packageName': 'Game', 'number': 9054, 'literacySkill': 'KTk', 'score': 97, 'deviceId': 3127, 'letter': 'i', 'time': datetime.datetime(2015, 6, 21, 1, 23, 35, 319267), 'id': 3127}
{'numeracySkill': 'Uadt', 'studentId': 3128, 'word': 'PwcRSOeAr', 'packageName': 'Literacy', 'number': 1381, 'literacySkill': 'JI', 'score': 49, 'deviceId': 3128, 'letter': 'Q', 'time': datetime.datetime(2016, 1, 22, 0, 6, 51, 900141), 'id': 3128}
{'numeracySkill': 'm', 'studentId': 3129, 'word': 'mtSULCYvTX', 'packageName': 'Game', 'number': 7548, 'literacySkill': 'Tymh', 'score': 95, 'deviceId': 3129, 'letter': 'f', 'time': datetime.datetime(2014, 2, 4, 16, 33, 35, 736201), 'id': 3129}
{'numeracySkill': 'ws', 'studentId': 3130, 'word': 'vLyQnpKTGU', 'packageName': 'Speech', 'number': 1193, 'literacySkill': 'kKjr', 'score': 24, 'deviceId': 3130, 'letter': 'E', 'time': datetime.datetime(2015, 10, 24, 0, 59, 47, 470990), 'id': 3130}
{'numeracySkill': 'eejkH', 'studentId': 3131, 'word': 'pJwrTnFVfF', 'packageName': 'Game', 'number': 6358, 'literacySkill': 'yrrwS', 'score': 65, 'deviceId': 3131, 'letter': 'k', 'time': datetime.datetime(2015, 12, 14, 16, 52, 57, 876991), 'id': 3131}
{'numeracySkill': 'g', 'studentId': 3132, 'word': 'neSuhNfQyw', 'packageName': 'Literacy', 'number': 3846, 'literacySkill': 'fM', 'score': 81, 'deviceId': 3132, 'letter': 'Y', 'time': datetime.datetime(2015, 8, 17, 5, 57, 23, 19164), 'id': 3132}
{'numeracySkill': 'aoMr', 'studentId': 3133, 'word': 'f', 'packageName': 'Speech', 'number': 2187, 'literacySkill': 'AFU', 'score': 39, 'deviceId': 3133, 'letter': 'a', 'time': datetime.datetime(2015, 4, 26, 11, 56, 3, 645757), 'id': 3133}
{'numeracySkill': 'JJdKu', 'studentId': 3134, 'word': 'HLfUZ', 'packageName': 'Literacy', 'number': 7230, 'literacySkill': 'YVR', 'score': 81, 'deviceId': 3134, 'letter': 'p', 'time': datetime.datetime(2016, 6, 10, 11, 24, 49, 864658), 'id': 3134}
{'numeracySkill': 'gUQDe', 'studentId': 3135, 'word': 'hno', 'packageName': 'Game', 'number': 1258, 'literacySkill': 'Dp', 'score': 93, 'deviceId': 3135, 'letter': 'F', 'time': datetime.datetime(2015, 10, 20, 0, 16, 2, 718638), 'id': 3135}
{'numeracySkill': 'Nx', 'studentId': 3136, 'word': 'yuxORWkvxl', 'packageName': 'Literacy', 'number': 9881, 'literacySkill': 'AN', 'score': 22, 'deviceId': 3136, 'letter': 'b', 'time': datetime.datetime(2015, 1, 23, 20, 46, 32, 783263), 'id': 3136}
